multistart,objective value,elapsed time
1,0.0,12.107183780000014
2,-3.095850802409265e-14,18.628604753999753
multistart,objective value,elapsed time
1,0.0,18.324647498000104
2,-3.095850802409265e-14,19.613773722000133
multistart,objective value,elapsed time
1,0.0,38.87957380699993
2,-3.095850802409265e-14,19.39358952500004
